Date,Total_Equity
2024-03-14,41462204.88067533
2024-03-15,41548341.48267534
2024-03-18,41584881.902975336
2024-03-19,41628515.309478626
2024-03-20,41719374.93968907
2024-03-21,41823763.12648907
2024-03-22,41770333.16088907
2024-03-25,41625199.86798907
2024-03-26,41526812.741854765
2024-03-27,41799312.345932335
2024-03-28,41850256.83593234
2024-04-01,41836548.06593234
2024-04-02,41539505.40526855
2024-04-03,41675583.99526855
2024-04-04,41497082.79510726
2024-04-05,41697711.830107264
2024-04-08,41741750.885107264
2024-04-09,41771279.954367824
2024-04-10,41115260.344367824
2024-04-11,41316747.51584692
2024-04-12,40951106.45584692
2024-04-15,40637854.50786103
2024-04-16,40615279.51235096
2024-04-17,40398667.433644824
2024-04-18,40401448.11364482
2024-04-19,40462843.02604483
2024-04-22,40686177.424844824
2024-04-23,41127502.745575465
2024-04-24,41184064.806064166
2024-04-25,41147027.35846417
2024-04-26,41288877.96106417
2024-04-29,41283764.456064165
2024-04-30,40670371.04312778
2024-05-01,40460545.15765179
2024-05-02,40955191.80265179
2024-05-03,41191393.00265179
2024-05-06,41479615.997651786
2024-05-07,41441375.89988504
2024-05-08,41255209.5376851
2024-05-09,41207097.2026851
2024-05-10,41180622.1471476
2024-05-13,41282350.1771476
2024-05-14,41188218.34429234
2024-05-15,41238018.24380528
2024-05-16,41338675.37880529
2024-05-17,41035487.33880528
2024-05-20,41015123.72380528
2024-05-21,40830606.35069892
2024-05-22,40582247.09761328
2024-05-23,40379955.85761328
2024-05-24,40555475.367613286
2024-05-28,40634381.06761328
2024-05-29,40309921.29740076
2024-05-30,40429546.45352967
2024-05-31,40437857.112729676
2024-06-03,40405429.66262968
2024-06-04,40152553.51480763
2024-06-05,40594623.37950763
2024-06-06,40468549.43943902
2024-06-07,40300909.14193902
2024-06-10,40317524.87453902
2024-06-11,40421366.23121494
2024-06-12,40702935.15601495
2024-06-13,40538509.01145236
2024-06-14,40555258.82645237
2024-06-17,40695282.09645236
2024-06-18,40670901.90427521
2024-06-20,40512601.42353577
2024-06-21,40429281.318135776
2024-06-24,40497545.80503577
2024-06-25,40229452.067521736
2024-06-26,40317657.247021735
2024-06-27,40486847.69095656
2024-06-28,40418442.57955657
2024-07-01,40252238.01533474
2024-07-02,40275734.661307976
2024-07-03,40492931.71080797
2024-07-05,40282090.4590901
2024-07-08,40574059.009090096
2024-07-09,40286370.57112407
2024-07-10,40508262.12880539
2024-07-11,41130209.19313992
2024-07-12,41218050.83813992
2024-07-15,41143395.24313992
2024-07-16,41626260.3450422
2024-07-17,41213598.5150422
2024-07-18,40976161.54291353
2024-07-19,40776420.637913525
2024-07-22,41039598.57319078
2024-07-23,41068721.76435068
2024-07-24,40748936.59713178
